Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-11-10,5:12 PM,Dinner,"Broccoli, Cooked From Fresh",30.00 g,10.5,0.0,0.0,1.32,5.29,26.78,0.02,0.04,0.17,0.18,0.06,0.0,32.4,23.23,19.47,0.0,0.61,42.3,12.0,0.02,0.15,0.2,6.3,0.06,20.1,87.9,0.48,12.3,0.14,2.15,0.99,0.89,0.1,0.0,0.42,0.12,0.0,0.01,0.05,0.02,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.04,0.05,0.01,0.03,0.71,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2023-11-10,5:08 PM,Dinner,Brown Shimeji Mushrooms,2.00 oz,22.68,,,,,,,,,,,,,,,22.68,,,0.0,,,0.31,,,,319.78,,0.0,,0.0,1.7,,,,0.0,0.28,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.13,,,,,Vegetables and Vegetable Products
2023-11-10,5:04 PM,Dinner,"Duck Breast, Domestic, Skin Removed Before Eating",120.00 g,176.4,0.0,0.0,0.0,0.0,81.46,0.04,0.25,14.1,1.08,0.97,0.47,10.8,3.6,0.0,12.0,0.07,0.0,10.8,0.08,,0.85,38.4,0.01,276.0,298.8,36.24,118.8,2.06,0.0,0.0,0.0,0.0,0.0,0.0,2.5,96.0,0.75,0.63,0.71,0.03,0.04,0.02,0.0,0.0,0.57,0.05,0.51,0.3,0.88,0.93,2.24,2.67,0.85,1.04,36.16,1.17,0.34,0.96,1.03,Poultry Products
2023-11-10,5:05 PM,Dinner,"Celeriac, Celery Root, Cooked from Fresh",80.00 g,21.6,0.0,0.0,5.36,0.0,73.84,0.02,0.03,0.34,0.16,0.08,0.0,2.4,0.0,2.88,0.0,0.29,32.8,20.8,0.03,,0.34,9.6,0.08,52.8,138.4,0.32,48.8,0.16,4.72,0.96,0.87,0.09,0.71,2.86,0.15,0.0,0.03,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.03,0.01,0.02,0.77,0.02,0.01,0.01,0.03,Vegetables and Vegetable Products
2023-11-10,5:03 PM,Dinner,"Tossed Salad, Plain, with Dressing","1.00 cup, chopped",28.55,0.0,0.0,0.6,1.34,58.62,0.03,0.01,0.13,0.05,0.03,0.0,16.67,14.41,1.78,0.0,0.38,13.92,8.44,0.02,,0.02,3.54,0.05,11.22,80.88,0.48,94.12,0.1,3.17,0.69,0.62,0.08,0.17,2.16,1.79,0.0,0.74,0.75,0.19,0.01,0.14,0.14,0.0,0.0,0.6,0.0,0.6,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.43,0.01,0.01,0.0,0.01,Vegetables and Vegetable Products
2023-11-10,5:04 PM,Dinner,"Goat Cheese, Soft",20.00 g,52.8,0.0,0.0,2.0,0.0,12.15,0.01,0.08,0.09,0.14,0.05,0.04,2.4,57.5,0.0,3.0,0.04,0.36,28.0,0.15,,0.38,3.2,0.02,51.2,5.2,0.56,91.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,4.22,9.2,0.96,0.1,2.92,0.14,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.02,0.1,0.15,0.32,0.27,0.1,0.15,3.7,0.14,0.04,0.14,0.25,Dairy and Egg Products
2023-11-11,8:46 AM,Breakfast,"Deluxe, Manchego Cheese",1.00 oz,119.63,,,,,,,,,,,,,,,,,,,,,,,,,,,156.49,,1.7,0.23,,,,0.01,9.47,,,,5.75,,,,,,,,,,,,,,,,7.0,,,,,Dairy and Egg Products
2023-11-11,9:09 AM,Breakfast,"Turbot, Cooked",120.00 g,146.4,0.0,0.0,0.17,0.0,84.54,0.09,0.12,3.21,0.79,0.29,3.05,10.8,14.4,2.04,265.2,1.48,0.24,27.6,0.06,,0.55,78.0,0.03,198.0,366.0,56.16,230.4,0.34,0.0,0.0,0.0,0.0,0.0,0.0,4.54,74.4,0.94,1.35,1.15,0.03,1.09,0.06,0.39,0.5,0.21,0.05,0.15,0.27,0.73,1.14,2.01,2.27,0.73,0.96,24.7,1.08,0.28,0.83,1.27,Finfish and Shellfish Products
2023-11-11,9:10 AM,Breakfast,"Spinach, Cooked from Fresh",50.00 g,11.5,0.0,0.0,230.0,3.65,45.61,0.05,0.12,0.25,0.07,0.12,0.0,73.0,262.0,4.9,0.0,1.04,246.8,68.0,0.09,1.95,1.79,43.5,0.47,28.0,233.0,0.75,35.0,0.38,1.88,1.2,1.05,0.16,0.0,0.22,0.13,0.0,0.0,0.05,0.02,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.08,0.12,0.09,0.03,0.07,1.49,0.06,0.02,0.06,0.08,Vegetables and Vegetable Products
2023-11-11,9:10 AM,Breakfast,Brown Shimeji Mushrooms,10.00 g,4.0,,,,,,,,,,,,,,,4.0,,,0.0,,,0.05,,,,56.4,,0.0,,0.0,0.3,,,,0.0,0.05,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.2,,,,,Vegetables and Vegetable Products
2023-11-11,9:11 AM,Breakfast,"Beans, White, Boiled",2.00 oz,78.81,0.0,0.0,,,35.77,0.07,0.03,0.08,0.13,0.05,0.0,45.93,0.0,0.0,0.0,0.53,1.98,51.03,0.16,0.06,2.1,35.72,0.36,64.07,318.08,0.74,3.4,0.78,14.23,3.91,,,,0.19,0.2,0.0,0.02,0.09,0.05,,,0.04,0.0,0.0,,0.0,,0.06,0.15,0.24,0.44,0.38,0.08,0.3,5.52,0.23,0.07,0.16,0.29,Legumes and Legume Products
2023-11-11,9:12 AM,Breakfast,"Fennel Bulb, Cooked from Fresh",100.00 g,49.0,0.0,0.0,5.3,40.94,83.61,0.01,0.05,0.91,0.37,0.07,0.0,28.0,68.42,12.3,0.0,0.92,99.1,74.0,0.1,,1.1,25.0,0.3,71.0,588.0,1.1,49.0,0.3,11.52,4.9,3.16,1.74,4.26,2.36,0.32,0.0,0.11,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.09,0.08,0.01,0.06,1.96,0.06,0.03,0.03,0.08,Vegetables and Vegetable Products
2023-11-11,8:45 AM,Breakfast,"Tossed Salad, Plain, with Dressing","1.00 cup, chopped",28.55,0.0,0.0,0.6,1.34,58.62,0.03,0.01,0.13,0.05,0.03,0.0,16.67,14.41,1.78,0.0,0.38,13.92,8.44,0.02,,0.02,3.54,0.05,11.22,80.88,0.48,94.12,0.1,3.17,0.69,0.62,0.08,0.17,2.16,1.79,0.0,0.74,0.75,0.19,0.01,0.14,0.14,0.0,0.0,0.6,0.0,0.6,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.43,0.01,0.01,0.0,0.01,Vegetables and Vegetable Products
2023-11-12,6:40 PM,Dinner,"Egg, Whole, Cooked, Poached",3.00 large,214.5,,,,,113.77,0.05,0.58,0.09,2.29,0.22,1.07,52.5,240.0,,123.0,1.56,0.45,84.0,0.11,,2.63,18.0,0.04,295.5,207.0,45.9,445.5,1.94,1.07,,,,,0.55,14.21,555.0,5.46,2.86,4.67,0.06,0.17,,0.09,,2.35,,,0.41,0.46,1.0,1.62,1.36,0.57,1.02,18.77,0.83,0.25,0.75,1.28,Dairy and Egg Products
2023-11-12,6:40 PM,Dinner,Vegetables with Curry Sauce,100.00 g,143.75,0.0,0.0,23.53,28.9,84.37,0.06,0.12,0.55,0.38,0.13,0.06,15.36,122.51,9.97,20.2,0.63,14.76,69.75,0.07,,1.06,18.8,0.23,74.58,218.64,4.01,42.38,0.42,8.16,1.83,1.39,0.36,1.81,3.64,11.78,27.07,2.86,1.96,5.1,0.3,0.23,0.22,0.0,0.0,1.57,0.0,1.57,0.02,0.06,0.11,0.18,0.12,0.05,0.1,2.71,0.11,0.04,0.09,0.13,"Meals, Entrees, and Sidedishes"
2023-11-12,6:40 PM,Dinner,"Cashews, Raw",22.00 g,117.26,0.0,0.0,57.64,109.77,1.06,0.09,0.01,0.23,0.19,0.09,0.0,5.5,0.0,0.11,0.0,0.2,7.5,9.24,0.49,,1.32,55.22,0.43,117.04,140.36,4.55,1.1,1.12,7.98,0.9,0.83,0.07,5.17,1.3,8.55,0.0,4.64,1.53,1.52,0.0,0.01,0.01,0.0,0.0,1.52,0.0,1.52,0.08,0.1,0.17,0.31,0.2,0.08,0.2,3.84,0.14,0.06,0.11,0.23,Nut and Seed Products
2023-11-12,6:41 PM,Dinner,"Almonds, Raw",22.00 g,128.48,0.0,0.0,103.18,207.46,0.94,0.04,0.25,0.83,0.1,0.02,0.0,9.68,0.02,0.0,0.0,5.64,0.0,55.88,0.2,,0.82,56.76,0.47,110.66,161.26,0.9,0.0,0.63,4.41,2.37,2.13,0.24,0.16,0.96,11.24,0.0,6.89,2.46,0.83,0.0,0.0,0.0,0.0,0.0,2.46,0.0,2.46,0.05,0.12,0.17,0.33,0.14,0.03,0.26,4.72,0.13,0.05,0.14,0.2,Nut and Seed Products
2023-11-12,6:41 PM,Dinner,"Cauliflower, Cooked from Fresh","1.00 cup, cut pieces",28.52,0.0,0.0,4.09,5.21,115.32,0.05,0.06,0.51,0.63,0.21,0.0,54.56,0.72,54.93,0.0,0.09,17.11,19.84,0.02,0.74,0.4,11.16,0.16,39.68,176.09,0.74,18.6,0.21,5.1,2.85,2.38,0.47,0.2,2.58,0.56,0.0,0.04,0.27,0.09,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.13,0.12,0.03,0.08,2.28,0.08,0.03,0.05,0.11,Vegetables and Vegetable Products
2023-11-12,6:41 PM,Dinner,"Pine Nuts, Pinyon",10.00 g,62.9,0.0,0.0,19.8,20.0,0.59,0.12,0.02,0.44,0.02,0.01,0.0,5.8,0.14,0.2,0.0,0.76,1.3,0.8,0.1,,0.31,23.4,0.43,3.5,62.8,0.49,7.2,0.43,1.93,1.07,0.9,0.18,0.02,0.8,6.1,0.0,2.29,2.57,0.94,0.0,0.05,0.05,0.0,0.0,2.49,0.0,2.49,0.02,0.03,0.05,0.08,0.04,0.02,0.04,1.16,0.04,0.01,0.04,0.06,Nut and Seed Products
2023-11-12,6:40 PM,Dinner,"Tossed Salad, Plain, with Dressing","1.00 cup, chopped",28.55,0.0,0.0,0.6,1.34,58.62,0.03,0.01,0.13,0.05,0.03,0.0,16.67,14.41,1.78,0.0,0.38,13.92,8.44,0.02,,0.02,3.54,0.05,11.22,80.88,0.48,94.12,0.1,3.17,0.69,0.62,0.08,0.17,2.16,1.79,0.0,0.74,0.75,0.19,0.01,0.14,0.14,0.0,0.0,0.6,0.0,0.6,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.43,0.01,0.01,0.0,0.01,Vegetables and Vegetable Products
2023-11-13,6:30 PM,Dinner,"Bok Choy, Cooked",50.00 g,6.0,0.0,0.0,0.57,5.35,47.78,0.02,0.03,0.21,0.04,0.08,0.0,20.5,106.23,13.0,0.0,0.05,17.0,46.5,0.01,,0.52,5.5,0.07,14.5,185.5,0.2,17.0,0.09,0.89,0.5,0.46,0.04,0.0,0.42,0.08,0.0,0.01,0.04,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.05,0.05,0.0,0.02,0.78,0.03,0.01,0.02,0.03,Vegetables and Vegetable Products
2023-11-13,6:29 PM,Dinner,"Kissel Cabbage, Cabbage Heads, Sour",30.00 g,7.5,,,,,,,,,,,,,9.0,10.8,,,,12.0,,,0.22,,,,,,597.0,,1.8,0.6,,,,1.2,0.03,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.6,,,,,Vegetables and Vegetable Products
2023-11-13,6:27 PM,Dinner,"Game meat, boar, wild, cooked, roasted",150.00 g,240.0,,,,,95.8,0.46,0.21,6.31,,0.63,1.05,9.0,,,,0.57,2.1,24.0,0.08,,1.68,40.5,,201.0,594.0,19.5,90.0,4.52,,,,,,,6.57,115.5,2.57,0.96,1.95,,0.04,,,,0.75,,,0.55,2.15,2.05,3.45,4.18,1.05,1.7,42.45,2.0,0.57,1.52,2.28,"Lamb, Veal, and Game Products"
2023-11-13,6:29 PM,Dinner,"Oyster Mushrooms, Raw",30.00 g,9.9,0.0,0.0,3.37,22.22,26.77,0.02,0.07,1.73,0.39,0.03,0.0,18.9,0.73,0.0,0.49,0.0,0.0,0.0,0.03,,0.21,4.2,0.03,25.8,84.6,0.42,0.3,0.2,2.08,0.86,0.79,0.07,0.0,0.33,0.06,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.02,0.03,0.05,0.04,0.01,0.03,0.87,0.04,0.01,0.03,0.06,Vegetables and Vegetable Products
2023-11-13,6:26 PM,Dinner,"Cream of Mushroom Soup, Homemade",3.00 oz,65.79,0.0,0.0,1.52,18.06,73.92,0.05,0.09,0.73,0.35,0.18,0.48,11.04,52.52,0.96,2.14,0.3,4.46,24.07,0.07,,0.38,5.04,0.05,33.44,88.25,2.28,345.01,0.21,3.81,0.42,0.36,0.06,1.83,1.31,5.38,6.53,1.27,1.4,2.08,0.09,0.15,0.15,0.0,0.0,1.2,0.0,1.2,0.01,0.03,0.05,0.09,0.05,0.02,0.05,1.29,0.05,0.02,0.05,0.07,"Soups, Sauces, and Gravies"
2023-11-14,9:37 AM,Breakfast,"Tops, Grated Parmesan Cheese, Aged 10 Months or More",10.00 g,40.0,,,,,2.26,0.0,0.04,0.01,0.05,0.01,0.14,0.6,26.2,,2.1,0.05,0.17,110.0,0.0,7.83,0.05,3.4,0.01,62.7,18.0,3.44,190.0,0.42,1.39,0.0,,,,0.01,3.0,5.0,,,2.0,0.0,,,,,,,,0.01,0.08,0.15,0.27,0.22,0.08,0.15,4.0,0.11,0.04,0.17,0.19,Dairy and Egg Products
2023-11-14,9:36 AM,Breakfast,"Shiitake Mushrooms, Cooked",20.00 g,11.2,0.0,0.0,2.12,36.21,16.7,0.01,0.03,0.3,0.72,0.03,0.0,4.2,0.0,0.06,5.6,0.0,0.0,0.6,0.18,,0.09,2.8,0.04,5.8,23.4,4.96,0.8,0.27,2.88,0.42,0.4,0.02,0.67,0.77,0.04,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.31,0.01,0.0,0.01,0.01,Vegetables and Vegetable Products
2023-11-14,9:36 AM,Breakfast,"Birds Eye, Sweet Garden Peas",30.00 g,23.7,,,,,,,,,,,,,40.41,2.01,,,,0.0,,,0.36,,,,,,0.0,,4.04,1.35,,,,1.35,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.69,,,,,
2023-11-14,9:34 AM,Breakfast,beans_Custom_GH,1.00 full recipe,300.83,0.0,0.0,3.59,14.41,182.93,0.26,0.13,0.5,0.61,0.29,0.0,181.4,23.22,8.49,0.0,2.01,79.41,208.75,0.62,0.2,7.87,135.15,1.4,249.77,1282.38,3.35,41.26,2.93,55.27,14.86,0.81,0.24,0.71,2.75,0.84,0.0,0.09,0.36,0.21,0.0,0.0,0.14,0.0,0.0,0.01,0.0,0.01,0.22,0.56,0.89,1.59,1.38,0.3,1.08,20.39,0.84,0.24,0.57,1.05,Supplements
2023-11-14,9:35 AM,Breakfast,Feta Cheese,100.00 g,273.0,0.0,0.0,10.0,0.0,51.89,0.06,0.44,0.26,0.97,0.04,1.69,32.0,147.25,0.0,0.0,0.18,1.2,371.0,0.03,,0.07,18.0,0.02,328.0,105.0,15.0,1034.0,2.35,5.58,0.0,0.0,0.0,0.0,1.63,19.08,58.0,4.18,0.77,11.17,1.03,0.24,0.24,0.0,0.0,0.42,0.0,0.42,0.11,0.55,1.11,1.94,1.69,0.51,0.94,19.71,0.88,0.28,0.93,1.48,Dairy and Egg Products
2023-11-14,9:34 AM,Breakfast,"Artichoke Hearts or Globe, Canned in Water",100.00 g,52.84,0.0,0.0,6.78,33.19,83.83,0.05,0.09,1.11,0.24,0.08,0.0,88.73,0.67,7.38,0.0,0.19,14.76,21.09,0.13,,0.61,41.87,0.22,72.78,285.15,0.2,175.57,0.4,11.91,5.68,2.57,3.11,0.0,0.99,0.34,0.0,0.01,0.15,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.27,0.26,0.0,0.22,2.88,0.22,0.0,0.12,0.24,Vegetables and Vegetable Products
2023-11-14,9:33 AM,Breakfast,"Courgette, Cooked from Fresh",100.00 g,15.0,0.0,0.0,0.7,7.05,95.22,0.04,0.02,0.51,0.29,0.08,0.0,28.0,55.83,12.9,0.0,0.12,4.2,18.0,0.05,0.4,0.37,19.0,0.17,37.0,264.0,0.2,3.0,0.33,2.69,1.0,0.86,0.14,0.0,1.71,0.36,0.0,0.03,0.15,0.07,0.0,0.09,0.09,0.0,0.0,0.06,0.0,0.06,0.01,0.01,0.02,0.04,0.04,0.01,0.02,1.14,0.02,0.01,0.02,0.03,Vegetables and Vegetable Products
2023-11-14,9:33 AM,Breakfast,"Aubergine, Cooked",100.00 g,35.0,0.0,0.0,12.8,69.2,89.67,0.08,0.02,0.6,0.08,0.09,0.0,14.0,1.83,1.3,0.0,0.41,2.9,6.0,0.06,0.2,0.25,11.0,0.11,15.0,123.0,0.1,1.0,0.12,8.73,2.5,1.88,0.42,0.67,3.2,0.23,0.0,0.02,0.09,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.04,0.83,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2023-11-14,9:36 AM,Breakfast,"Tossed Salad, Plain, with Dressing","1.00 cup, chopped",28.55,0.0,0.0,0.6,1.34,58.62,0.03,0.01,0.13,0.05,0.03,0.0,16.67,14.41,1.78,0.0,0.38,13.92,8.44,0.02,,0.02,3.54,0.05,11.22,80.88,0.48,94.12,0.1,3.17,0.69,0.62,0.08,0.17,2.16,1.79,0.0,0.74,0.75,0.19,0.01,0.14,0.14,0.0,0.0,0.6,0.0,0.6,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.43,0.01,0.01,0.0,0.01,Vegetables and Vegetable Products
2023-12-05,5:03 PM,Dinner,"Chickpeas, Canned, Drained and Rinsed",200.00 g,278.0,0.0,0.0,18.0,171.72,133.44,0.05,0.03,0.28,0.48,0.23,0.0,96.0,2.33,0.2,0.0,0.58,6.8,80.0,0.53,,2.08,56.8,1.49,172.0,274.0,6.2,404.0,1.44,45.06,12.8,11.98,0.84,27.58,8.02,5.54,0.0,0.98,1.93,0.43,0.0,0.07,0.07,0.0,0.0,1.49,0.0,1.49,0.19,0.39,0.61,1.01,0.95,0.19,0.76,14.1,0.53,0.14,0.35,0.6,Legumes and Legume Products
2023-12-05,,Dinner,"Zucchini, Cooked from Fresh",59.00 g,8.85,0.0,0.0,0.41,4.16,56.18,0.02,0.01,0.3,0.17,0.05,0.0,16.52,32.94,7.61,0.0,0.07,2.48,10.62,0.03,0.24,0.22,11.21,0.1,21.83,155.76,0.12,1.77,0.19,1.59,0.59,0.51,0.08,0.0,1.01,0.21,0.0,0.02,0.09,0.04,0.0,0.06,0.06,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.02,0.02,0.01,0.01,0.67,0.01,0.0,0.01,0.02,Vegetables and Vegetable Products
2023-12-05,5:03 PM,Dinner,"Mushrooms, Cooked from Fresh",50.00 g,14.0,0.0,0.0,0.25,40.0,45.54,0.04,0.15,2.23,1.08,0.05,0.0,9.0,0.0,2.0,4.0,0.01,0.0,3.0,0.25,,0.87,6.0,0.06,43.5,178.0,5.95,1.0,0.43,2.65,1.1,1.06,0.04,0.62,1.17,0.24,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.02,0.03,0.04,0.04,0.01,0.03,1.09,0.04,0.01,0.02,0.08,Vegetables and Vegetable Products
2023-12-05,5:04 PM,Dinner,"Okra, Cooked from Fresh",40.00 g,8.8,0.0,0.0,24.6,2.62,37.03,0.05,0.02,0.35,0.09,0.07,0.0,18.4,5.67,6.52,0.0,0.11,16.0,30.8,0.03,0.4,0.11,14.4,0.12,12.8,54.0,0.16,2.4,0.17,1.8,1.0,0.72,0.28,0.14,0.8,0.08,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.01,0.03,0.04,0.03,0.01,0.02,0.75,0.02,0.01,0.03,0.03,Vegetables and Vegetable Products
2023-12-05,5:04 PM,Dinner,Feta Cheese,20.00 g,54.6,0.0,0.0,2.0,0.0,10.38,0.01,0.09,0.05,0.19,0.01,0.34,6.4,29.45,0.0,0.0,0.04,0.24,74.2,0.01,,0.01,3.6,0.0,65.6,21.0,3.0,206.8,0.47,1.12,0.0,0.0,0.0,0.0,0.33,3.82,11.6,0.84,0.15,2.23,0.21,0.05,0.05,0.0,0.0,0.08,0.0,0.08,0.02,0.11,0.22,0.39,0.34,0.1,0.19,3.94,0.18,0.06,0.19,0.3,Dairy and Egg Products
2023-12-05,5:05 PM,Dinner,Poached Eggs,110.00 g,169.23,0.0,0.0,0.0,0.0,81.47,0.07,0.56,0.07,1.53,0.13,1.21,48.04,163.04,0.0,95.0,1.12,0.33,55.0,0.01,,1.3,10.92,0.03,187.79,137.58,33.63,452.28,1.15,1.22,0.0,0.0,0.0,0.0,1.22,11.58,407.25,4.45,1.54,3.57,0.0,0.08,0.03,0.04,0.01,1.43,0.16,1.26,0.32,0.33,0.75,1.17,0.99,0.43,0.73,13.73,0.66,0.17,0.56,0.84,Dairy and Egg Products
2023-12-05,5:06 PM,Dinner,"Farmer's Best, Romanesco Vegetable Mix",57.00 g,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,4.1,1.37,,,,2.39,0.14,,,,0.03,,,,,,,,,,,,,,,,1.14,,,,,Vegetables and Vegetable Products
2023-12-05,5:07 PM,Dinner,"Florette, Mixed Salad Leaves, Classic Crispy",1.00 Portion,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,1.26,0.77,,,,0.21,0.11,,,,0.0,,,,,,,,,,,,,,,,0.52,,,,,"Meals, Entrees, and Sidedishes"
2023-12-05,5:07 PM,Dinner,Sour Cream,17.00 g,32.81,0.0,0.0,0.1,0.0,12.34,0.01,0.03,0.02,0.08,0.01,0.01,1.02,26.2,0.15,0.0,0.06,0.2,18.19,0.0,5.13,0.0,1.7,0.0,17.34,26.18,0.63,8.5,0.07,0.95,0.0,0.0,0.0,0.0,0.58,3.06,9.01,0.65,0.14,1.82,0.15,0.01,0.01,0.0,0.0,0.07,0.0,0.07,0.0,0.02,0.03,0.05,0.05,0.01,0.03,0.52,0.02,0.01,0.03,0.03,Dairy and Egg Products
2023-12-06,7:58 AM,Dinner,Walnuts,"0.25 cup, halves",169.74,0.0,0.0,18.5,167.49,0.79,0.06,0.04,0.3,0.14,0.16,0.0,24.5,0.25,0.32,0.0,0.17,0.42,22.0,0.3,,0.56,35.5,0.75,91.24,105.99,1.22,0.0,0.69,2.73,1.3,0.93,0.37,0.01,0.65,17.43,0.0,2.41,12.33,1.51,0.0,2.37,2.37,0.0,0.0,9.96,0.0,9.96,0.05,0.09,0.13,0.25,0.09,0.05,0.15,3.64,0.11,0.03,0.11,0.15,Nut and Seed Products
2023-12-06,7:56 AM,Dinner,"Florette, Mixed, Crunchy & Fresh Leaves",120.00 g,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,4.08,3.24,,,,0.84,0.24,,,,0.06,,,,,,,,,,,,,,,,1.44,,,,,Vegetables and Vegetable Products
2023-12-06,7:55 AM,Dinner,Poached Eggs,100.00 g,153.85,0.0,0.0,0.0,0.0,74.07,0.07,0.51,0.06,1.39,0.12,1.1,43.67,148.22,0.0,86.36,1.02,0.3,50.0,0.01,,1.18,9.93,0.03,170.72,125.08,30.57,411.17,1.04,1.11,0.0,0.0,0.0,0.0,1.11,10.53,370.22,4.05,1.4,3.24,0.0,0.07,0.03,0.04,0.01,1.3,0.15,1.15,0.29,0.3,0.68,1.07,0.9,0.39,0.66,12.49,0.6,0.15,0.51,0.76,Dairy and Egg Products
2023-12-06,7:56 AM,Dinner,"Cauliflower, Cooked from Fresh",50.00 g,11.5,0.0,0.0,1.65,2.1,46.5,0.02,0.03,0.2,0.25,0.09,0.0,22.0,0.29,22.15,0.0,0.04,6.9,8.0,0.01,0.3,0.16,4.5,0.07,16.0,71.0,0.3,7.5,0.09,2.06,1.15,0.96,0.19,0.08,1.04,0.23,0.0,0.02,0.11,0.04,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.05,0.05,0.01,0.03,0.92,0.03,0.01,0.02,0.05,Vegetables and Vegetable Products
2023-12-06,7:55 AM,Dinner,"Coles, Cannellini Beans",100.00 g,91.56,,,,,,,,,,,,,,,,,,,,,,,,,148.33,,280.0,,14.33,2.83,,,,0.33,0.67,,0.08,0.17,0.17,0.03,,,,,,,,,,,,,,,6.67,,,,,Legumes and Legume Products
2023-12-06,7:50 AM,Dinner,Cabbage Soup,109.00 g,39.51,0.0,0.0,5.71,16.87,99.06,0.05,0.04,1.03,0.15,0.09,0.05,15.1,38.9,8.36,0.0,0.22,20.8,16.79,0.05,,0.66,12.62,0.12,38.96,199.31,1.06,254.75,0.26,6.64,1.28,0.98,0.3,3.15,1.55,0.89,0.0,0.22,0.42,0.19,0.01,0.05,0.05,0.0,0.0,0.33,0.0,0.33,0.02,0.05,0.07,0.13,0.12,0.03,0.07,1.85,0.07,0.02,0.06,0.09,"Soups, Sauces, and Gravies"
2023-12-06,7:56 AM,Dinner,"Green Beans, Raw",10.00 g,3.4,0.0,0.0,3.38,3.81,8.97,0.01,0.01,0.07,0.02,0.01,0.0,3.3,3.45,1.22,0.0,0.04,4.39,4.0,0.01,,0.07,2.8,0.03,4.1,29.0,0.06,0.0,0.03,0.74,0.3,0.24,0.06,0.09,0.23,0.03,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.2,0.01,0.0,0.0,0.01,Vegetables and Vegetable Products
2023-12-07,6:02 PM,Dinner,"Goat Cheese, Hard",25.00 g,113.0,0.0,0.0,2.5,0.0,7.25,0.04,0.3,0.6,0.1,0.02,0.03,1.0,121.4,0.0,6.5,0.08,0.75,223.75,0.16,,0.47,13.5,0.06,182.25,12.0,1.38,105.75,0.4,0.54,0.0,0.0,0.0,0.0,0.54,8.9,26.25,2.03,0.21,6.15,0.3,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.03,0.21,0.32,0.66,0.55,0.2,0.3,7.63,0.28,0.08,0.3,0.53,Dairy and Egg Products
